No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（�u）,取引価格（�u単価）,土地の形状,間口,延床面積（�u）,建築年,建物の構造,建物の用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,備考
1694,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,11,34000000,,１ＬＤＫ,40,,,,,平成16年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成27年第４四半期,未改装を購入
1695,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,15,20000000,,,50,,長方形,5,60,昭和47年,木造,住宅,住宅,北東,私道,4,第１種中高層住居専用地域,60,200,平成27年第３四半期,
1696,宅地(土地),住宅地,13110,東京都,目黒区,中町,学芸大学,15,57000000,1800000,,105,550000,長方形,5.3,,,,,住宅,南西,私道,4,第１種中高層住居専用地域,60,200,平成27年第３四半期,
1697,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,14,78000000,,,80,,ほぼ整形,6.2,105,,木造,住宅,住宅,北東,私道,3.1,第１種中高層住居専用地域,60,200,平成27年第３四半期,
1698,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,12,39000000,,,125,,袋地等,,145,昭和45年,木造,住宅、共同住宅,住宅,北西,私道,3.5,第１種低層住居専用地域,60,150,平成27年第１四半期,
1699,宅地(土地),商業地,13110,東京都,目黒区,中町,学芸大学,15,50000000,2600000,,65,770000,長方形,5,,,,,その他,南東,都道,25,商業地域,80,400,平成27年第１四半期,
1700,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,17,18000000,,１Ｋ,25,,,,,平成15年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成27年第１四半期,未改装を購入
1701,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,11,31000000,,１ＤＫ,40,,,,,平成16年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成27年第１四半期,未改装を購入
1702,宅地(土地),住宅地,13110,東京都,目黒区,中町,学芸大学,14,69000000,2300000,,95,710000,長方形,9,,,,,その他,北西,区道,3.6,第１種住居地域,60,200,平成26年第３四半期,
1703,宅地(土地と建物),商業地,13110,東京都,目黒区,中町,学芸大学,18,64000000,,,115,,長方形,11.7,,,,,倉庫,南,都道,25,商業地域,80,400,平成26年第３四半期,
1704,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,30000000,,１ＤＫ,30,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成26年第３四半期,未改装を購入
1705,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,35000000,,１ＬＤＫ,40,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成26年第２四半期,改装済を購入
1706,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,13,68000000,,,95,,ほぼ正方形,9.8,160,平成3年,ＲＣ,住宅,,南西,区道,4,第１種住居地域,60,200,平成25年第２四半期,
1707,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,14,44000000,,,45,,長方形,6,70,平成16年,木造,住宅,,北西,私道,4,第１種住居地域,60,200,平成25年第１四半期,
1708,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,41000000,,２ＬＤＫ,55,,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80,400,平成25年第１四半期,改装済を購入
1709,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,13,52000000,,,85,,長方形,6,90,平成2年,木造,共同住宅,,南東,区道,3.6,第１種住居地域,60,200,平成24年第４四半期,
1710,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,13,53000000,,,85,,長方形,5.5,90,平成2年,木造,共同住宅,,南東,区道,3.7,第１種住居地域,60,200,平成24年第４四半期,
1711,宅地(土地),住宅地,13110,東京都,目黒区,中町,学芸大学,15,99000000,1100000,,300,330000,ほぼ長方形,15,,,,,,南西,私道,2.6,第１種中高層住居専用地域,60,200,平成24年第４四半期,私道を含む取引
1712,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,19,50000000,,３ＬＤＫ,80,,,,,平成24年,鉄骨造,住宅,,,,,第１種中高層住居専用地域,60,200,平成24年第４四半期,
1713,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,11,40000000,,２ＬＤＫ,50,,,,,平成16年,ＲＣ,住宅,,,,,近隣商業地域,80,300,平成24年第２四半期,未改装を購入
1714,宅地(土地),住宅地,13110,東京都,目黒区,中町,中目黒,9,220000000,2700000,,270,820000,長方形,12,,,,,その他,西,区道,10.6,第１種住居地域,60,200,平成27年第３四半期,隣地の購入
1715,宅地(土地),住宅地,13110,東京都,目黒区,中町,目黒,24,27000000,1600000,,55,500000,不整形,9.3,,,,,住宅,北西,区道,3.3,第１種中高層住居専用地域,60,200,平成27年第３四半期,
1716,宅地(土地),住宅地,13110,東京都,目黒区,中町,目黒,21,52000000,2900000,,60,860000,ほぼ長方形,5,,,,,,南東,私道,3,第１種中高層住居専用地域,60,200,平成25年第３四半期,
1717,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,目黒,20,150000000,,,280,,長方形,13,,,,,,北東,区道,5.3,第１種中高層住居専用地域,60,200,平成24年第４四半期,
1718,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,目黒,21,33000000,,,150,,袋地等,,150,昭和56年,木造,住宅,,北,私道,2,第１種中高層住居専用地域,60,200,平成24年第２四半期,調停・競売等
1719,宅地(土地),住宅地,13110,東京都,目黒区,中町,目黒,21,42000000,2300000,,60,680000,ほぼ長方形,5.2,,,,,,西,区道,3.5,第１種中高層住居専用地域,60,200,平成24年第２四半期,
1720,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,15,78000000,,,90,,袋地等,2.5,105,平成29年,木造,住宅,住宅,南西,区道,4,第１種中高層住居専用地域,60,200,平成29年第１四半期,
1721,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,13,80000000,,,145,,袋地等,3,,,,,住宅,西,区道,4,第１種住居地域,60,200,平成29年第１四半期,私道を含む取引
1722,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,12,60000000,2000000,,100,600000,袋地等,2.5,,,,,事務所,北東,区道,6,第１種低層住居専用地域,60,150,平成28年第４四半期,
1723,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,12,60000000,2500000,,80,770000,ほぼ長方形,5.6,,,,,住宅,北東,区道,6,第１種低層住居専用地域,60,150,平成28年第４四半期,
1724,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,13,59000000,2400000,,80,730000,ほぼ長方形,6.5,,,,,,北東,私道,2.5,第１種住居地域,60,200,平成28年第４四半期,
1725,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,5,11000000,,１Ｋ,15,,,,,平成9年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成28年第４四半期,未改装を購入
1726,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,10,83000000,,,100,,ほぼ正方形,10,80,昭和46年,木造,住宅,住宅,北西,区道,11,第１種低層住居専用地域,60,150,平成28年第３四半期,
1727,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,10,140000000,,,165,,長方形,10.9,140,平成5年,鉄骨造,共同住宅,住宅,南,区道,6,第１種低層住居専用地域,60,150,平成28年第３四半期,
1728,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,11,110000000,3200000,,110,980000,長方形,12,,,,,住宅,北西,区道,11,第１種低層住居専用地域,60,150,平成28年第３四半期,
1729,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,11,120000000,2800000,,140,850000,長方形,9.8,,,,,住宅,北西,区道,11,第１種低層住居専用地域,60,150,平成28年第３四半期,
1730,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,14,69000000,,,145,,不整形,2.7,100,平成3年,,,,北西,区道,3.8,第１種住居地域,60,200,平成28年第２四半期,
1731,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,8,800000000,,,920,,ほぼ整形,23,1600,昭和63年,ＲＣ,共同住宅,住宅,北西,区道,6,第１種住居地域,50,200,平成28年第１四半期,
1732,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,12,120000000,,,170,,ほぼ長方形,11,330,平成2年,鉄骨造,共同住宅、事務所,事務所,南東,区道,7.3,第１種低層住居専用地域,60,150,平成28年第１四半期,
1733,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,15,60000000,,,125,,ほぼ整形,9.4,220,昭和55年,鉄骨造,住宅、共同住宅,住宅,北西,区道,5.1,第１種中高層住居専用地域,60,200,平成28年第１四半期,
1734,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,10,60000000,3400000,,60,1000000,ほぼ台形,5.4,,,,,住宅,北西,区道,6,第１種低層住居専用地域,60,150,平成28年第１四半期,
1735,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,14,180000000,2500000,,240,750000,長方形,11,,,,,住宅,南東,区道,5.1,第１種住居地域,60,200,平成28年第１四半期,
1736,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,5,13000000,,１Ｒ,15,,,,,平成9年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成28年第１四半期,
1737,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,11,59000000,2700000,,75,810000,ほぼ長方形,6.6,,,,,住宅,北西,区道,4,第１種低層住居専用地域,60,150,平成27年第４四半期,
1738,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,10,94000000,2200000,,140,680000,長方形,6.9,,,,,住宅,北,私道,3.8,第１種低層住居専用地域,60,150,平成27年第４四半期,
1739,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,5,11000000,,１Ｒ,15,,,,,平成9年,ＲＣ,住宅,その他,,,,近隣商業地域,80,300,平成27年第４四半期,未改装を購入
1740,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,9,83000000,,２ＬＤＫ,70,,,,,平成17年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,300,平成27年第４四半期,
1741,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,11,110000000,,,130,,長方形,10.8,115,昭和60年,木造,住宅,住宅,北東,区道,4.5,第１種低層住居専用地域,60,150,平成27年第３四半期,
1742,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,14,64000000,,,60,,長方形,4.5,100,平成16年,木造,住宅,住宅,南西,区道,4,第１種住居地域,60,200,平成27年第３四半期,
1743,宅地(土地と建物),商業地,13110,東京都,目黒区,中町,祐天寺,18,230000000,,,140,,ほぼ長方形,9.5,380,平成3年,ＲＣ,事務所、店舗,事務所,南東,都道,25,商業地域,80,400,平成27年第３四半期,
1744,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,9,89000000,3300000,,90,1000000,長方形,9,,,,,住宅,西,区道,5.4,第１種低層住居専用地域,60,150,平成27年第３四半期,
1745,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,13,32000000,,１ＬＤＫ,35,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成27年第３四半期,未改装を購入
1746,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,13,56000000,,１ＬＤＫ,60,,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成27年第３四半期,未改装を購入
1747,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,10,210000000,,,260,,長方形,20.4,200,昭和60年,木造,住宅,,西,区道,5.4,第１種低層住居専用地域,60,150,平成27年第２四半期,調停・競売等
1748,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,12,36000000,1600000,,75,490000,長方形,6.6,,,,,,東,区道,4,第１種低層住居専用地域,60,150,平成27年第２四半期,
1749,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,18,53000000,,１Ｋ,50,,,,,平成21年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,200,平成27年第２四半期,
1750,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,11,84000000,,,140,,袋地等,3,,,,,,北東,区道,4,第１種低層住居専用地域,60,150,平成27年第１四半期,
1751,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,16,92000000,,,70,,長方形,5.5,110,平成27年,木造,住宅,住宅,南東,区道,4,第１種中高層住居専用地域,60,200,平成27年第１四半期,
1752,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,12,54000000,2400000,,75,740000,ほぼ長方形,5.7,,,,,住宅,北西,区道,7.2,第１種住居地域,60,200,平成27年第１四半期,
1753,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,16,60000000,3100000,,65,930000,ほぼ長方形,5.8,,,,,住宅,北西,私道,3.3,第１種中高層住居専用地域,60,200,平成26年第４四半期,
1754,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,9,88000000,,２ＬＤＫ,75,,,,,平成17年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,300,平成26年第４四半期,
1755,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,9,57000000,,２ＬＤＫ,60,,,,,平成17年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,300,平成26年第３四半期,
1756,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,9,68000000,2500000,,90,750000,長方形,5,,,,,,北,区道,3.7,第１種低層住居専用地域,60,150,平成26年第２四半期,
1757,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,10,65000000,2300000,,90,700000,長方形,5,,,,,住宅,北,区道,3.6,第１種低層住居専用地域,60,150,平成26年第２四半期,
1758,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,9,59000000,,４ＬＤＫ,125,,,,,昭和42年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,300,平成26年第２四半期,改装済を購入
1759,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,12,67000000,2300000,,100,680000,長方形,7.1,,,,,,北西,区道,7.2,第１種低層住居専用地域,60,150,平成26年第１四半期,
1760,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,7,28000000,,１ＤＫ,35,,,,,平成16年,ＲＣ,住宅,,,,,第２種住居地域,60,300,平成26年第１四半期,
1761,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,13,28000000,,１ＬＤＫ,35,,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80,400,平成26年第１四半期,未改装を購入
1762,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,13,74000000,,,60,,ほぼ長方形,6.7,95,平成25年,木造,住宅,,北西,区道,3.3,第１種住居地域,60,200,平成25年第４四半期,
1763,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,14,49000000,,,50,,ほぼ長方形,6,85,平成12年,木造,住宅,,東,私道,4,第１種中高層住居専用地域,60,200,平成25年第４四半期,
1764,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,16,45000000,2000000,,75,600000,袋地等,2.5,,,,,,南,私道,4,第１種中高層住居専用地域,60,200,平成25年第３四半期,
1765,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,18,43000000,,,115,,ほぼ長方形,,55,平成8年,木造,住宅,,西,区道,2,第１種中高層住居専用地域,60,200,平成25年第３四半期,
1766,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,11,98000000,1800000,,185,540000,ほぼ長方形,9.8,,,,,,北東,区道,3.5,第１種低層住居専用地域,60,150,平成25年第３四半期,
1767,中古マンション等,,13110,東京都,目黒区,中町,祐天寺,11,43000000,,２ＬＤＫ,55,,,,,平成15年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50,150,平成25年第３四半期,未改装を購入
1768,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,祐天寺,16,42000000,,,55,,台形,4,80,平成13年,木造,住宅,,北西,私道,4,第１種住居地域,60,200,平成25年第２四半期,
1769,宅地(土地),住宅地,13110,東京都,目黒区,中町,祐天寺,18,53000000,2800000,,65,850000,ほぼ長方形,4.5,,,,,,北東,区道,5.4,第１種中高層住居専用地域,60,200,平成25年第２四半期,
