No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（�u）,取引価格（�u単価）,土地の形状,間口,延床面積（�u）,建築年,建物の構造,建物の用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,備考
1564,中古マンション等,,13110,東京都,目黒区,鷹番,学芸大学,5,47000000,,１ＬＤＫ＋Ｓ,60,,,,,平成14年,ＲＣ,住宅,,,,,第２種住居地域,60,200,平成24年第３四半期,未改装を購入
1565,宅地(土地と建物),住宅地,13110,東京都,目黒区,鷹番,学芸大学,5,93000000,,,100,,ほぼ長方形,7.5,125,平成24年,木造,住宅,,北西,私道,3,第１種中高層住居専用地域,60,200,平成24年第２四半期,
1566,中古マンション等,,13110,東京都,目黒区,鷹番,学芸大学,3,25000000,,２Ｋ,30,,,,,昭和54年,ＲＣ,住宅,,,,,近隣商業地域,80,300,平成24年第２四半期,改装済を購入
1567,中古マンション等,,13110,東京都,目黒区,鷹番,学芸大学,9,30000000,,１Ｋ,25,,,,,平成24年,ＲＣ,住宅,,,,,準工業地域,60,300,平成24年第２四半期,未改装を購入
1568,中古マンション等,,13110,東京都,目黒区,鷹番,学芸大学,9,28000000,,１Ｋ,25,,,,,平成24年,ＲＣ,住宅,,,,,準工業地域,60,300,平成24年第２四半期,未改装を購入
1569,中古マンション等,,13110,東京都,目黒区,鷹番,学芸大学,10,33000000,,２ＤＫ,40,,,,,平成7年,ＲＣ,住宅,,,,,準工業地域,60,300,平成24年第２四半期,改装済を購入
1570,宅地(土地),住宅地,13110,東京都,目黒区,鷹番,学芸大学,5,110000000,2500000,,140,750000,ほぼ長方形,10.5,,,,,,南,区道,6.5,第１種低層住居専用地域,60,150,平成24年第１四半期,
1571,宅地(土地と建物),商業地,13110,東京都,目黒区,鷹番,学芸大学,2,140000000,,,95,,ほぼ長方形,8.5,220,昭和60年,ＲＣ,事務所、店舗,,南,区道,5.4,近隣商業地域,80,300,平成24年第１四半期,
1572,宅地(土地),住宅地,13110,東京都,目黒区,鷹番,学芸大学,4,71000000,2200000,,105,680000,袋地等,2.5,,,,,,西,私道,4,第１種低層住居専用地域,60,100,平成24年第１四半期,
1573,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,10,130000000,2200000,,195,660000,不整形,13.3,,,,,事務所,北西,区道,3,準工業地域,60,200,平成29年第１四半期,隣地の購入
1574,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,5,76000000,2000000,,125,600000,不整形,,,,,,住宅,東,区道,2.5,第１種中高層住居専用地域,60,200,平成29年第１四半期,
1575,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,5,32000000,,１Ｒ,35,,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,200,平成29年第１四半期,改装済を購入
1576,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,11000000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成29年第１四半期,未改装を購入
1577,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,30000000,,２ＬＤＫ,45,,,,,昭和48年,ＳＲＣ,住宅,その他,,,,第１種低層住居専用地域,60,150,平成29年第１四半期,未改装を購入
1578,宅地(土地),商業地,13110,東京都,目黒区,中央町,学芸大学,5,65000000,2500000,,85,770000,ほぼ台形,8.7,,,,,住宅,南,私道,4,近隣商業地域,80,200,平成28年第４四半期,私道を含む取引
1579,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,48000000,,２ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第４四半期,
1580,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,44000000,,４ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第４四半期,未改装を購入
1581,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,23000000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第４四半期,未改装を購入
1582,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,40000000,,２ＬＤＫ,50,,,,,昭和48年,ＳＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成28年第４四半期,改装済を購入
1583,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,6,99000000,,,105,,長方形,8.1,115,平成29年,木造,住宅,住宅,北東,私道,3,第１種中高層住居専用地域,60,200,平成28年第３四半期,
1584,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,18000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第３四半期,
1585,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,52000000,,２ＬＤＫ,55,,,,,平成11年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第３四半期,未改装を購入
1586,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,23000000,,１Ｋ,30,,,,,平成15年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第３四半期,未改装を購入
1587,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,21000000,,,20,,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成28年第３四半期,
1588,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,66000000,3100000,,70,930000,長方形,5.2,,,,,住宅,南西,区道,5,第１種低層住居専用地域,60,150,平成28年第２四半期,
1589,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,10,60000000,,,40,,長方形,5.3,70,平成11年,木造,住宅,,北東,区道,6,準工業地域,60,200,平成28年第２四半期,
1590,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,4,82000000,,,110,,ほぼ長方形,9.3,110,平成4年,木造,共同住宅,住宅,北西,私道,4,第１種中高層住居専用地域,60,200,平成28年第２四半期,
1591,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,10,16000000,,１ＬＤＫ,30,,,,,昭和41年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第２四半期,改装済を購入
1592,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,22000000,,１Ｒ,25,,,,,平成12年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,200,平成28年第２四半期,
1593,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,39000000,,３ＤＫ,50,,,,,昭和48年,ＳＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成28年第２四半期,改装済を購入
1594,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,13,55000000,,２ＬＤＫ,50,,,,,平成23年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成28年第２四半期,未改装を購入
1595,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,70000000,3300000,,70,980000,長方形,6,,,,,住宅,南西,区道,5,第１種低層住居専用地域,60,150,平成28年第１四半期,
1596,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,19000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,300,平成28年第１四半期,未改装を購入
1597,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,45000000,,２ＬＤＫ,65,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第１四半期,未改装を購入
1598,宅地(土地と建物),商業地,13110,東京都,目黒区,中央町,学芸大学,4,60000000,,,200,,不整形,,75,昭和28年,木造,共同住宅,その他,北西,私道,4,近隣商業地域,80,200,平成27年第４四半期,
1599,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,11,6500000,,１Ｋ,10,,,,,昭和59年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第４四半期,未改装を購入
1600,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,15000000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,,,平成27年第４四半期,未改装を購入
1601,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,66000000,,３ＬＤＫ,65,,,,,平成11年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第４四半期,改装済を購入
1602,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,26000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,200,平成27年第４四半期,未改装を購入
1603,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,11,14000000,,１Ｋ,15,,,,,昭和59年,ＲＣ,住宅,その他,,,,準工業地域,60,200,平成27年第４四半期,改装済を購入
1604,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,5,120000000,,,115,,ほぼ台形,6.1,130,平成27年,木造,住宅,住宅,西,区道,11,第１種中高層住居専用地域,60,200,平成27年第３四半期,
1605,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,13,110000000,,,260,,不整形,10,360,昭和62年,ＲＣ,共同住宅,住宅,北東,私道,4,準工業地域,60,200,平成27年第３四半期,
1606,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,13,38000000,,１ＬＤＫ,40,,,,,平成23年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成27年第３四半期,未改装を購入
1607,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,19000000,,１Ｋ,25,,,,,平成12年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,300,平成27年第３四半期,未改装を購入
1608,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,10,9000000,,１Ｋ,25,,,,,昭和41年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第３四半期,未改装を購入
1609,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,39000000,,２ＬＤＫ,50,,,,,昭和48年,ＳＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成27年第３四半期,改装済を購入
1610,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,18000000,,１Ｋ,15,,,,,平成15年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第３四半期,未改装を購入
1611,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,61000000,,３ＬＤＫ,65,,,,,平成11年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第３四半期,未改装を購入
1612,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,7,82000000,,,75,,ほぼ長方形,7.5,110,平成18年,木造,住宅,住宅,南東,区道,4.1,第１種中高層住居専用地域,60,200,平成27年第２四半期,
1613,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,6,40000000,2100000,,65,630000,袋地等,2.5,,,,,住宅,北西,道路,2.7,第１種中高層住居専用地域,60,200,平成27年第２四半期,私道を含む取引
1614,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,20000000,,２ＬＤＫ,45,,,,,昭和48年,ＳＲＣ,住宅,その他,,,,第１種低層住居専用地域,60,150,平成27年第２四半期,未改装を購入
1615,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,6,32000000,1900000,,55,580000,長方形,6.4,,,,,,南,私道,4,準工業地域,60,200,平成27年第１四半期,
1616,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,19000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第１四半期,未改装を購入
1617,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,18000000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第１四半期,未改装を購入
1618,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,52000000,,４ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第１四半期,
1619,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,11,8000000,,,10,,,,,昭和59年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第１四半期,未改装を購入
1620,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,6,210000000,2500000,,280,750000,長方形,11.7,,,,,住宅,南西,区道,4.5,第１種低層住居専用地域,60,150,平成26年第４四半期,私道を含む取引
1621,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,18000000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,その他,,,,準工業地域,60,200,平成26年第４四半期,改装済を購入
1622,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,20000000,,１Ｋ,25,,,,,平成15年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成26年第４四半期,未改装を購入
1623,宅地(土地),商業地,13110,東京都,目黒区,中央町,学芸大学,9,110000000,3500000,,100,1100000,ほぼ台形,7.8,,,,,事務所,南,都道,25,準工業地域,60,300,平成26年第３四半期,
1624,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,11,5400000,,１Ｒ,10,,,,,昭和59年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成26年第３四半期,未改装を購入
1625,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,8900000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,その他,,,,準工業地域,60,200,平成26年第３四半期,未改装を購入
1626,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,10,7000000,,１ＤＫ,25,,,,,昭和41年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成26年第３四半期,未改装を購入
1627,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,10,41000000,1900000,,70,590000,ほぼ正方形,8.4,,,,,住宅,北西,区道,6,準工業地域,60,200,平成26年第２四半期,
1628,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,60000000,,,140,,不整形,2.6,200,平成4年,木造,住宅,その他,北,区道,2.8,第１種住居地域,60,300,平成26年第２四半期,調停・競売等
1629,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,11000000,,１Ｋ,20,,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成26年第２四半期,未改装を購入
1630,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,9000000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成26年第２四半期,
1631,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,32000000,,１ＬＤＫ,40,,,,,昭和59年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成26年第２四半期,未改装を購入
1632,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,88000000,,,115,,長方形,7,120,平成3年,木造,住宅,住宅,南東,区道,4.1,第１種中高層住居専用地域,60,200,平成26年第１四半期,
1633,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,8800000,,１ＤＫ,15,,,,,平成2年,ＲＣ,住宅,,,,,準工業地域,60,200,平成26年第１四半期,未改装を購入
1634,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,46000000,,３ＬＤＫ,75,,,,,昭和55年,ＳＲＣ,住宅,,,,,準工業地域,60,200,平成26年第１四半期,改装済を購入
1635,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,78000000,,３ＬＤＫ,55,,,,,平成11年,ＲＣ,住宅,,,,,準工業地域,60,200,平成26年第１四半期,未改装を購入
1636,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,5,19000000,,,25,,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,200,平成26年第１四半期,調停・競売等
1637,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,55000000,2200000,,80,670000,ほぼ長方形,5.2,,,,,,西,区道,7.2,第１種低層住居専用地域,60,150,平成25年第４四半期,
1638,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,16000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成25年第４四半期,未改装を購入
1639,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,15000000,,１Ｋ,20,,,,,,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成25年第４四半期,未改装を購入
1640,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,11,5900000,,１Ｋ,10,,,,,昭和59年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第４四半期,改装済を購入
1641,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,210000000,,,260,,長方形,13.5,510,平成元年,鉄骨造,共同住宅、事務所,,南,私道,4,準工業地域,60,200,平成25年第３四半期,私道を含む取引
1642,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,15000000,,１Ｋ,15,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,未改装を購入
1643,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,38000000,,２ＬＤＫ,65,,,,,平成元年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,未改装を購入
1644,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,11,6000000,,,15,,,,,昭和59年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,未改装を購入
1645,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,58000000,,３ＬＤＫ,70,,,,,平成11年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,未改装を購入
1646,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,42000000,,２ＬＤＫ,70,,,,,平成元年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,改装済を購入
1647,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,8900000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,未改装を購入
1648,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,10,17000000,,１Ｋ,20,,,,,平成13年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第３四半期,未改装を購入
1649,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,4,53000000,2900000,,60,870000,長方形,3.6,,,,,,西,区道,3.8,第１種住居地域,60,200,平成25年第２四半期,
1650,宅地(土地),住宅地,13110,東京都,目黒区,中央町,学芸大学,9,120000000,1800000,,210,560000,ほぼ正方形,14.8,,,,,,西,区道,7.2,第１種低層住居専用地域,60,150,平成25年第２四半期,
1651,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,52000000,,３ＬＤＫ,65,,,,,平成11年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第２四半期,未改装を購入
1652,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,43000000,,４ＬＤＫ,70,,,,,昭和55年,ＳＲＣ,住宅,,,,,準工業地域,60,200,平成25年第２四半期,改装済を購入
1653,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,27000000,,１ＬＤＫ,45,,,,,昭和55年,ＳＲＣ,住宅,,,,,準工業地域,60,200,平成25年第２四半期,未改装を購入
1654,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,8,42000000,,,45,,ほぼ長方形,4.7,70,平成25年,木造,住宅,,南,私道,2.8,準工業地域,60,200,平成25年第１四半期,
1655,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,19000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成25年第１四半期,未改装を購入
1656,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,学芸大学,5,230000000,,,410,,不整形,13,300,平成元年,軽量鉄骨造,共同住宅,,南西,区道,3.4,第１種中高層住居専用地域,60,200,平成24年第４四半期,
1657,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,16000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成24年第４四半期,未改装を購入
1658,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,16000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成24年第４四半期,未改装を購入
1659,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,15000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成24年第４四半期,未改装を購入
1660,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,79000000,,３ＬＤＫ,105,,,,,平成元年,ＲＣ,住宅,,,,,準工業地域,60,200,平成24年第４四半期,改装済を購入
1661,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,32000000,,２ＬＤＫ,50,,,,,平成8年,ＲＣ,住宅,,,,,準工業地域,60,200,平成24年第３四半期,未改装を購入
1662,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,6,16000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成24年第３四半期,
1663,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,19000000,,１ＤＫ,25,,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60,200,平成24年第２四半期,未改装を購入
1664,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,4,16000000,,１Ｋ,20,,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成24年第２四半期,未改装を購入
1665,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,28000000,,２ＬＤＫ,40,,,,,昭和48年,ＳＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第２四半期,改装済を購入
1666,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,6400000,,１Ｋ,15,,,,,平成2年,ＲＣ,住宅,,,,,準工業地域,60,200,平成24年第２四半期,改装済を購入
1667,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,9,39000000,,２ＬＤＫ,50,,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60,200,平成24年第２四半期,未改装を購入
1668,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,7,40000000,,,70,,,,,昭和55年,ＳＲＣ,住宅,,,,,準工業地域,60,200,平成24年第１四半期,未改装を購入
1669,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,33000000,,２ＬＤＫ,45,,,,,昭和48年,ＳＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第１四半期,改装済を購入
1670,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,8,34000000,,２ＬＤＫ,50,,,,,昭和48年,ＳＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第１四半期,改装済を購入
1671,中古マンション等,,13110,東京都,目黒区,中央町,学芸大学,12,42000000,,２ＬＤＫ,55,,,,,平成7年,ＲＣ,住宅,,,,,準工業地域,60,300,平成24年第１四半期,改装済を購入
1672,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,8,50000000,,,55,,,,,平成13年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,平成28年第３四半期,未改装を購入
1673,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,祐天寺,9,150000000,,,115,,ほぼ長方形,6.3,160,平成17年,木造,住宅,住宅,北東,区道,5,第１種低層住居専用地域,60,150,平成28年第１四半期,
1674,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,9,84000000,,,75,,,,,平成17年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,300,平成28年第１四半期,未改装を購入
1675,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,8,75000000,,３ＬＤＫ,80,,,,,平成13年,ＲＣ,住宅,住宅,,,,第２種住居地域,60,200,平成27年第３四半期,未改装を購入
1676,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,祐天寺,11,120000000,,,115,,長方形,6.1,120,平成26年,木造,住宅,住宅,南西,区道,5,第１種低層住居専用地域,60,150,平成26年第３四半期,
1677,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,9,68000000,,３ＬＤＫ,65,,,,,平成17年,ＲＣ,住宅,,,,,第２種住居地域,60,300,平成25年第１四半期,未改装を購入
1678,宅地(土地と建物),住宅地,13110,東京都,目黒区,中央町,祐天寺,9,140000000,,,130,,ほぼ長方形,7,220,平成16年,鉄骨造,共同住宅、店舗,,北東,区道,6,第２種住居地域,60,300,平成24年第４四半期,
1679,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,8,42000000,,２ＬＤＫ,50,,,,,平成13年,ＲＣ,住宅,,,,,第２種住居地域,60,300,平成24年第３四半期,未改装を購入
1680,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,9,75000000,,３ＬＤＫ,75,,,,,平成17年,ＲＣ,住宅,,,,,第２種住居地域,60,300,平成24年第２四半期,未改装を購入
1681,中古マンション等,,13110,東京都,目黒区,中央町,祐天寺,9,69000000,,３ＬＤＫ,65,,,,,平成17年,ＲＣ,住宅,,,,,第２種住居地域,60,300,平成24年第１四半期,未改装を購入
1682,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,13,19000000,,,55,,袋地等,2,,,,,住宅,北,私道,2.5,第１種住居地域,60,200,平成29年第２四半期,
1683,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,48000000,,１ＬＤＫ,35,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成29年第１四半期,未改装を購入
1684,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,39000000,,１ＬＤＫ,40,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成29年第１四半期,未改装を購入
1685,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,17,16000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成28年第４四半期,
1686,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,11,120000000,,,175,,不整形,6.5,135,平成19年,木造,住宅,住宅,南東,区道,7.3,第１種低層住居専用地域,60,150,平成28年第３四半期,私道を含む取引
1687,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,13,74000000,,,65,,ほぼ長方形,6,110,平成29年,,住宅,住宅,南西,区道,3.6,第１種住居地域,60,200,平成28年第３四半期,私道を含む取引
1688,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,80000000,,２ＬＤＫ,50,,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80,400,平成28年第３四半期,未改装を購入
1689,宅地(土地と建物),商業地,13110,東京都,目黒区,中町,学芸大学,11,160000000,,,195,,ほぼ長方形,11,330,平成13年,木造,住宅,住宅,南西,区道,7.5,近隣商業地域,80,300,平成28年第２四半期,
1690,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,17,26000000,,１Ｋ,25,,,,,平成15年,ＲＣ,住宅,その他,,,,商業地域,80,400,平成28年第２四半期,未改装を購入
1691,宅地(土地),商業地,13110,東京都,目黒区,中町,学芸大学,11,38000000,2800000,,45,850000,長方形,3,,,,,住宅,南西,区道,7,近隣商業地域,80,300,平成28年第１四半期,
1692,宅地(土地と建物),住宅地,13110,東京都,目黒区,中町,学芸大学,14,55000000,,,55,,不整形,9.8,75,平成28年,木造,住宅,住宅,北東,区道,3.4,第１種中高層住居専用地域,60,200,平成28年第１四半期,
1693,中古マンション等,,13110,東京都,目黒区,中町,学芸大学,13,34000000,,１ＬＤＫ,40,,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80,400,平成27年第４四半期,未改装を購入
